"","school","opponent","cbsRankDiff","cbsConfRankDiff","rushTdsAvgLagDiff","rushingYardsAvgLagDiff","totalYardsAvgLagDiff","yardsPerPassAvgLagDiff","penaltyYardsAvgLagDiff","turnoversAvgLagDiff","completionPercentAvgLagDiff","rushTdsLagDiff","rushingYardsLagDiff","totalYardsLagDiff","yardsPerPassLagDiff","penaltyYardsLagDiff","turnoversLagDiff","completionPercentLagDiff","spreadOpen","moneyline","overUnderOpen","week","pointsDiff"
"343","Clemson","Florida State",28,0,-1.167,-1.667,-68.167,-3.717,-21.333,1,-0.029,1,35,27,-2.6,10,-1,-0.018939393939394,1.5,105,55,4,-7
"344","Florida State","Clemson",-28,0,1.167,1.667,68.167,3.717,21.333,-1,0.029,-1,-35,-27,2.6,-10,1,0.018939393939394,-1.5,-125,55,4,7
"345","Louisville","Boston College",-67,0,0,56.5,62.5,2.45,-57.5,0,0.0549999999999999,0,32,-35,1.3,-81,0,-0.023017902813299,-13.5,-625,55,4,28
"346","Boston College","Louisville",67,0,0,-56.5,-62.5,-2.45,57.5,0,-0.0549999999999999,0,-32,35,-1.3,81,0,0.023017902813299,13.5,430,55,4,-28
"347","Virginia","NC State",71,0,0,-92,20.5,4.9,33.5,1,0.123,0,7,10,1.3,-8,1,0.131410256410257,9,285,45.5,4,-3
"348","NC State","Virginia",-71,0,0,92,-20.5,-4.9,-33.5,-1,-0.123,0,-7,-10,-1.3,8,-1,-0.131410256410257,-9,-370,45.5,4,3
"349","Georgia Tech","Wake Forest",3,0,0.833,10,41,-0.149999999999999,-36.667,-0.667,0.00600000000000001,1,70,65,-0.3,-65,-3,0.08130081300813,7,200,60.5,4,14
"350","Wake Forest","Georgia Tech",-3,0,-0.833,-10,-41,0.149999999999999,36.667,0.667,-0.00600000000000001,-1,-70,-65,0.3,65,3,-0.08130081300813,-7,-240,60.5,4,-14
"351","Marshall","Virginia Tech",-26,34.5796822339914,2.333,48,67.667,1.867,-7.333,-0.333,0.0379999999999999,2,2,73,3.1,-36,-1,-0.00754310344827602,-7.5,-300,41.5,4,7
"352","Virginia Tech","Marshall",26,-34.5796822339914,-2.333,-48,-67.667,-1.867,7.333,0.333,-0.0379999999999999,-2,-2,-73,-3.1,36,1,0.00754310344827602,7.5,250,41.5,4,-7
"353","Temple","Miami",98,45.1882114849482,-1,-99,-146.5,-5.65,-54.5,0,-0.252,0,-9,-153,-7.6,-64,1,-0.274468085106383,25,1100,52.5,4,-34
"354","Miami","Temple",-98,-45.1882114849482,1,99,146.5,5.65,54.5,0,0.252,0,9,153,7.6,64,-1,0.274468085106383,-25,-3300,52.5,4,34
"355","Pittsburgh","North Carolina",77,0,-3,-90.833,-257.833,-3.717,-2,0.667,-0.369,-2,25,-308,-6.3,18,1,-0.325,5.5,200,50,4,-17
"356","North Carolina","Pittsburgh",-77,0,3,90.833,257.833,3.717,2,-0.667,0.369,2,-25,308,6.3,-18,-1,0.325,-5.5,-240,50,4,17
"357","Connecticut","Duke",108,45.9928926794599,-3,-105.833,-116.5,-2.517,32,0.333,-0.099,-4,-95,-144,-5.7,45,0,-0.28125,22.5,850,47,4,-34
"358","Duke","Connecticut",-108,-45.9928926794599,3,105.833,116.5,2.517,-32,-0.333,0.099,4,95,144,5.7,-45,0,0.28125,-22.5,-1800,47,4,34
"359","Syracuse","Army",-48,-45.9928926794599,3,-1,115,-1.95,71,-2,0.0860000000000001,2,17,13,-3.8,105,1,0.055555555555556,-13,-550,50.5,4,13
"360","Army","Syracuse",48,45.9928926794599,-3,1,-115,1.95,-71,2,-0.0860000000000001,-2,-17,-13,3.8,-105,-1,-0.055555555555556,13,390,50.5,4,-13
"361","Iowa State","Oklahoma State",-5,0,-1,-32.334,-51.3339999999999,1.7,-4,0,0.0800000000000001,-1,-56,63,6.4,-14,0,0.251190476190476,-2.5,-150,37,4,7
"362","Oklahoma State","Iowa State",5,0,1,32.334,51.3339999999999,-1.7,4,0,-0.0800000000000001,1,56,-63,-6.4,14,0,-0.251190476190476,2.5,130,37,4,-7
"363","UCF","Kansas State",20,0,-0.5,115.5,127.5,3.95,-30,1,0.018,1,120,122,4.4,-40,1,0.025641025641026,7,215,57,4,-13
"364","Kansas State","UCF",-20,0,0.5,-115.5,-127.5,-3.95,30,-1,-0.018,-1,-120,-122,-4.4,40,-1,-0.025641025641026,-7,-260,57,4,13
"365","Texas","Baylor",-70,0,0,30.5,-46.5,-0.95,0,-1.5,0.0569999999999999,0,64,-23,-1.6,5,-1,0.095238095238095,-14.5,-600,52,4,32
"366","Baylor","Texas",70,0,0,-30.5,46.5,0.95,0,1.5,-0.0569999999999999,0,-64,23,1.6,-5,1,-0.095238095238095,14.5,425,52,4,-32
"367","Cincinnati","Oklahoma",64,0,-0.667,63.333,-8.66700000000003,-1.067,1.666,0.666,-0.128,0,154,-57,-5.8,13,0,-0.327731092436975,13.5,375,61,4,-14
"368","Oklahoma","Cincinnati",-64,0,0.667,-63.333,8.66700000000003,1.067,-1.666,-0.666,0.128,0,-154,57,5.8,-13,0,0.327731092436975,-13.5,-525,61,4,14
"369","West Virginia","Texas Tech",-12,0,0.5,15,-184,-1.55,-13.5,-2,-0.0770000000000001,0,-23,-245,-1.9,-13,-3,-0.086124401913876,5,170,55,4,7
"370","Texas Tech","West Virginia",12,0,-0.5,-15,184,1.55,13.5,2,0.0770000000000001,0,23,245,1.9,13,3,0.086124401913876,-5,-200,55,4,-7
"371","BYU","Kansas",12,0,0,-167.5,-270,-3.5,21.5,-1.5,-0.152,0,-185,-258,-1.8,11,-1,-0.185676392572945,8,260,55.5,4,-11
"372","Kansas","BYU",-12,0,0,167.5,270,3.5,-21.5,1.5,0.152,0,185,258,1.8,-11,1,0.185676392572945,-8,-320,55.5,4,11
"373","SMU","TCU",-5,45.6956741715153,-2.5,-93,-140.5,-1.5,-48,-1,-0.018,-2,-133,-197,-2.9,-60,0,-0.0708708708708711,6,190,64,4,-17
"374","TCU","SMU",5,-45.6956741715153,2.5,93,140.5,1.5,48,1,0.018,2,133,197,2.9,60,0,0.0708708708708711,-6,-230,64,4,17
"375","Memphis","Missouri",16,55.7147327249022,0.833,37.667,4.16699999999997,-2.567,-15.667,0.667,-0.024,2,116,-22,-3.7,-14,2,0.0182539682539681,6.5,225,53,4,-7
"376","Missouri","Memphis",-16,-55.7147327249022,-0.833,-37.667,-4.16699999999997,2.567,15.667,-0.667,0.024,-2,-116,22,3.7,14,-2,-0.0182539682539681,-6.5,-275,53,4,7
"377","James Madison","Utah State",-46,3.4983541803819,1,43.5,27,1.65,-6,-1.5,0.055,0,36,-12,0.600000000000001,23,-2,0.120879120879121,-6.5,-230,53.5,4,7
"378","Utah State","James Madison",46,-3.4983541803819,-1,-43.5,-27,-1.65,6,1.5,-0.055,0,-36,12,-0.600000000000001,-23,2,-0.120879120879121,6.5,190,53.5,4,-7
"379","San Diego State","Boise State",25,0,-0.167,-59.833,-92,-0.333,0,0.167,0.105,1,-103,-58,0.2,-34,0,0.106481481481482,7,225,45.5,4,-3
"380","Boise State","San Diego State",-25,0,0.167,59.833,92,0.333,0,-0.167,-0.105,-1,103,58,-0.2,34,0,-0.106481481481482,-7,-275,45.5,4,3
"381","Middle Tennessee","Colorado State",17,19.3200859291085,0,1.5,-143,-1.9,-69,-3,-0.0720000000000001,0,-31,-214,-2.4,-140,-4,-0.118055555555556,-2,-130,53,4,-8
"382","Colorado State","Middle Tennessee",-17,-19.3200859291085,0,-1.5,143,1.9,69,3,0.0720000000000001,0,31,214,2.4,140,4,0.118055555555556,2,110,53,4,8
"383","Appalachian State","Wyoming",50,3.4983541803819,1,58.5,174,2.7,25,0,-0.0189999999999999,2,69,174,3.4,-5,1,-0.020935960591133,1.5,110,44,4,-3
"384","Wyoming","Appalachian State",-50,-3.4983541803819,-1,-58.5,-174,-2.7,-25,0,0.0189999999999999,-2,-69,-174,-3.4,5,-1,0.020935960591133,-1.5,-130,44,4,3
"385","UMass","New Mexico",8,14.9115646258504,0.667,-26.333,-14.667,2.567,22.333,1,0.08,0,-30,63,2,26,3,0.048155096935585,-1,-130,49.5,4,-3
"386","New Mexico","UMass",-8,-14.9115646258504,-0.667,26.333,14.667,-2.567,-22.333,-1,-0.08,0,30,-63,-2,-26,-3,-0.048155096935585,1,110,49.5,4,3
"387","San José State","Air Force",80,0,-2,-196,-25.667,-7.517,-9.333,0.167,0.0259999999999999,-4,-304,-160,-15.6,-29,1,-0.178571428571429,4,160,47,4,-25
"388","Air Force","San José State",-80,0,2,196,25.667,7.517,9.333,-0.167,-0.0259999999999999,4,304,160,15.6,29,-1,0.178571428571429,-4,-185,47,4,25
"389","UTEP","UNLV",54,19.3200859291085,-2.75,-38,-39,1.025,10.25,-0.25,0.03,-2,-78,-71,0.6,-4,-1,-0.053281853281854,-3,120,50.5,4,-17
"390","UNLV","UTEP",-54,-19.3200859291085,2.75,38,39,-1.025,-10.25,0.25,-0.03,2,78,71,-0.6,4,1,0.053281853281854,3,-140,50.5,4,17
"391","Texas State","Nevada",-66,3.4983541803819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.5,-800,62,4,11
"392","Nevada","Texas State",66,-3.4983541803819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,525,62,4,-11
"393","New Mexico State","Hawai'i",-20,19.3200859291085,1.5,192.25,93.5,3.575,-27.25,0.5,-0.026,1,182,47,8,-38,0,0.10062893081761,3,120,58.5,4,-3
"394","Hawai'i","New Mexico State",20,-19.3200859291085,-1.5,-192.25,-93.5,-3.575,27.25,-0.5,0.026,-1,-182,-47,-8,38,0,-0.10062893081761,-3,-140,58.5,4,3
"395","Maryland","Michigan State",-54,0,2,91,162,2.5,-9.5,0.5,0.191,3,66,200,5.5,-3,-1,0.233333333333333,-6,-220,53,4,22
"396","Michigan State","Maryland",54,0,-2,-91,-162,-2.5,9.5,-0.5,-0.191,-3,-66,-200,-5.5,3,1,-0.233333333333333,6,180,53,4,-22
"397","Michigan","Rutgers",-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,-2800,45,4,24
"398","Rutgers","Michigan",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1100,45,4,-24
"399","Iowa","Penn State",24,0,-0.333,-3.667,-128.5,-2.667,-19.167,1,-0.0659999999999999,1,90,4,0.0999999999999996,-65,2,0.040540540540541,14,400,42,4,-31
"400","Penn State","Iowa",-24,0,0.333,3.667,128.5,2.667,19.167,-1,0.0659999999999999,-1,-90,-4,-0.0999999999999996,65,-2,-0.040540540540541,-14,-575,42,4,31
"401","Purdue","Wisconsin",41,0,-1,-81.333,-43,0.633,20.667,-0.334,-0.035,-3,-127,-48,-0.9,39,4,0.0504908835904621,7,220,54,4,-21
"402","Wisconsin","Purdue",-41,0,1,81.333,43,-0.633,-20.667,0.334,0.035,3,127,48,0.9,-39,-4,-0.0504908835904621,-7,-270,54,4,21
"403","Northwestern","Minnesota",15,0,0.333,-73.667,-36,0.8,1.334,-0.667,0.069,0,-66,-36,-0.300000000000001,-17,-1,0.183333333333333,13,350,39,4,3
"404","Minnesota","Northwestern",-15,0,-0.333,73.667,36,-0.8,-1.334,0.667,-0.069,0,66,36,0.300000000000001,17,1,-0.183333333333333,-13,-480,39,4,-3
"405","Louisiana Tech","Nebraska",43,43.7600619195046,0,-90,43.3339999999999,1.967,-7.667,-1.667,0.124,-1,-9,50,2.4,-29,0,0.041666666666667,19.5,625,48.5,4,-14
"406","Nebraska","Louisiana Tech",-43,-43.7600619195046,0,90,-43.3339999999999,-1.967,7.667,1.667,-0.124,1,9,-50,-2.4,29,0,-0.041666666666667,-19.5,-1000,48.5,4,14
"407","Florida Atlantic","Illinois",14,38.5468594217348,-0.833,-79,-117.333,-2.833,-6.333,0.333,-0.085,0,21,-61,-2,13,-1,0.018774703557312,12,410,49,4,-6
"408","Illinois","Florida Atlantic",-14,-38.5468594217348,0.833,79,117.333,2.833,6.333,-0.333,0.085,0,-21,61,2,-13,1,-0.018774703557312,-12,-585,49,4,6
"409","Rice","South Florida",7,0,2,-206.5,68,5.5,-32,-0.5,0.196,3,-108,206,6.4,-2,0,0.166666666666667,-2,-125,55.5,4,-13
"410","South Florida","Rice",-7,0,-2,206.5,-68,-5.5,32,0.5,-0.196,-3,108,-206,-6.4,2,0,-0.166666666666667,2,105,55.5,4,13
"411","Troy","Western Kentucky",-13,-15.8217317487266,-1,-75.5,-71.5,0.5,-8.5,-0.5,-0.0109999999999999,0,-92,36,2,16,-3,-0.020624303232999,-3,-150,57,4,3
"412","Western Kentucky","Troy",13,15.8217317487266,1,75.5,71.5,-0.5,8.5,0.5,0.0109999999999999,0,92,-36,-2,-16,3,0.020624303232999,3,130,57,4,-3
"413","Liberty","Florida International",-58,0,-0.083,116.833,153.417,2.633,12.083,-1.083,0.0579999999999999,1,145,205,1.4,25,0,-0.00383141762452199,-13,-410,54,4,32
"414","Florida International","Liberty",58,0,0.083,-116.833,-153.417,-2.633,-12.083,1.083,-0.0579999999999999,-1,-145,-205,-1.4,-25,0,0.00383141762452199,13,305,54,4,-32
"415","Stanford","Arizona",57,0,0.5,16,-110,-2.05,16,-1.5,-0.195,0,-35,-195,-3.8,6,2,-0.38125,10,290,59,4,-1
"416","Arizona","Stanford",-57,0,-0.5,-16,110,2.05,-16,1.5,0.195,0,35,195,3.8,-6,-2,0.38125,-10,-380,59,4,1
"417","Washington","California",-60,0,-2,-109.5,162.5,6.45,32.5,-2,0.119,0,64,440,9.5,65,-2,0.190958164642376,-21.5,-1500,63,4,27
"418","California","Washington",60,0,2,109.5,-162.5,-6.45,-32.5,2,-0.119,0,-64,-440,-9.5,-65,2,-0.190958164642376,21.5,775,63,4,-27
"419","Utah","UCLA",3,0,1,-39,-160,-3.1,-24,-2,-0.0459999999999999,0,-30,-173,-4.3,-30,-1,-0.159151193633952,-5,-240,51,4,7
"420","UCLA","Utah",-3,0,-1,39,160,3.1,24,2,0.0459999999999999,0,30,173,4.3,30,1,0.159151193633952,5,200,51,4,-7
"421","Oregon","Colorado",-37,0,-0.333,52,-7,-0.9,56.667,-1.333,-0.054,1,43,54,0.799999999999999,37,-2,-0.081237911025145,-16.5,-1200,71.5,4,36
"422","Colorado","Oregon",37,0,0.333,-52,7,0.9,-56.667,1.333,0.054,-1,-43,-54,-0.799999999999999,-37,2,0.081237911025145,16.5,700,71.5,4,-36
"423","Washington State","Oregon State",2,0,-0.5,-106,-29.5,-1.4,-22,0,0.078,-1,-105,-142,-2.2,12,-2,0.180392156862745,2.5,110,55.5,4,3
"424","Oregon State","Washington State",-2,0,0.5,106,29.5,1.4,22,0,-0.078,1,105,142,2.2,-12,2,-0.180392156862745,-2.5,-130,55.5,4,-3
"425","Georgia State","Coastal Carolina",-22,0,2,100.833,90,1.817,20,-1.167,0.044,0,-29,169,4.9,53,0,0.094043887147335,6.5,200,61,4,13
"426","Coastal Carolina","Georgia State",22,0,-2,-100.833,-90,-1.817,-20,1.167,-0.044,0,29,-169,-4.9,-53,0,-0.094043887147335,-6.5,-240,61,4,-13
"427","Southern Mississippi","Arkansas State",13,0,0.667,38.667,84.667,1.45,-13.833,-1.833,0.043,0,-29,-18,1.2,20,-4,0.022238163558106,-5,-230,48.5,4,-7
"428","Arkansas State","Southern Mississippi",-13,0,-0.667,-38.667,-84.667,-1.45,13.833,1.833,-0.043,0,29,18,-1.2,-20,4,-0.022238163558106,5,190,48.5,4,7
"429","Sam Houston State","Houston",-86,50.9088766692851,-1.333,-71.333,-215.167,-2.633,-7,0.5,-0.00599999999999989,0,-5,-186,-3.3,-35,-2,0.085714285714285,14,330,39,4,-31
"430","Houston","Sam Houston State",86,-50.9088766692851,1.333,71.333,215.167,2.633,7,-0.5,0.00599999999999989,0,5,186,3.3,35,2,-0.085714285714285,-14,-440,39,4,31
"431","Duke","Notre Dame",-5,-45.9928926794599,2,1.333,-22.667,-1.867,-7.666,0.334,-0.0599999999999999,2,-102,-29,0.3,9,0,-0.003529411764706,6.5,180,51.5,5,-7
"432","Notre Dame","Duke",5,45.9928926794599,-2,-1.333,22.667,1.867,7.666,-0.334,0.0599999999999999,-2,102,29,-0.3,-9,0,0.003529411764706,-6.5,-220,51.5,5,7
"433","Auburn","Georgia",41,0,-3,-49,-243,-3.75,15,2,-0.281,-3,-45,-258,-5.3,19,0,-0.380124223602484,18,475,47,5,-7
"434","Georgia","Auburn",-41,0,3,49,243,3.75,-15,-2,0.281,3,45,258,5.3,-19,0,0.380124223602484,-18,-700,47,5,7
"435","Kentucky","Florida",-11,0,1.333,25.333,26.3339999999999,0.4,30.333,1,-0.218,3,24,-30,-4.2,71,0,-0.352323838080959,-3,-140,46,5,19
"436","Florida","Kentucky",11,0,-1.333,-25.333,-26.3339999999999,-0.4,-30.333,-1,0.218,-3,-24,30,4.2,-71,0,0.352323838080959,3,120,46,5,-19
"437","South Carolina","Tennessee",27,0,-0.333,-136.5,-85.5,2.517,-11.833,0,0.164,-2,-159,-80,8.1,-5,0,0.354545454545455,11,355,62.5,5,-21
"438","Tennessee","South Carolina",-27,0,0.333,136.5,85.5,-2.517,11.833,0,-0.164,2,159,80,-8.1,5,0,-0.354545454545455,-11,-490,62.5,5,21
"439","Missouri","Vanderbilt",-66,0,1,67.5,64.25,3.05,-9,-2.25,0.163,0,104,214,8.7,-38,-3,0.294468085106383,-12,-550,56.5,5,17
"440","Vanderbilt","Missouri",66,0,-1,-67.5,-64.25,-3.05,9,2.25,-0.163,0,-104,-214,-8.7,38,3,-0.294468085106383,12,390,56.5,5,-17
"441","Mississippi State","Alabama",47,0,0.333,-56.667,-0.333999999999946,-0.499999999999999,-2,-0.333,0.013,1,-99,163,-0.6,-12,1,-0.18452380952381,15,430,48.5,5,-23
"442","Alabama","Mississippi State",-47,0,-0.333,56.667,0.333999999999946,0.499999999999999,2,0.333,-0.013,-1,99,-163,0.6,12,-1,0.18452380952381,-15,-625,48.5,5,23
"443","LSU","Ole Miss",7,0,-0.666,7,94.6660000000001,0.167,-9.666,0.333,0.123,-1,133,208,4.2,-18,0,0.10632183908046,-2.5,-150,63.5,5,-6
"444","Ole Miss","LSU",-7,0,0.666,-7,-94.6660000000001,-0.167,9.666,-0.333,-0.123,1,-133,-208,-4.2,18,0,-0.10632183908046,2.5,130,63.5,5,6
"445","Texas A&M","Arkansas",-39,0,0.333,15,54.333,-1.133,-41.666,0,-0.0589999999999999,1,72,-24,-1.6,-19,-1,-0.07741935483871,-6.5,-250,55.5,5,12
"446","Arkansas","Texas A&M",39,0,-0.333,-15,-54.333,1.133,41.666,0,0.0589999999999999,-1,-72,24,1.6,19,1,0.07741935483871,6.5,210,55.5,5,-12
"447","Kent State","Miami (OH)",70,0,0.667,23.667,-108.667,-4,18.333,-1.667,-0.029,0,8,-127,-5.1,30,-2,-0.066666666666667,15.5,430,51.5,5,-20
"448","Miami (OH)","Kent State",-70,0,-0.667,-23.667,108.667,4,-18.333,1.667,0.029,0,-8,127,5.1,-30,2,0.066666666666667,15.5,-625,51.5,5,20
"449","Buffalo","Akron",-15,0,0,0.332999999999998,20,-0.267,-11.334,-0.334,-0.056,1,-85,-101,0.8,-56,-1,-0.076623376623377,1.5,120,56,5,3
"450","Akron","Buffalo",15,0,0,-0.332999999999998,-20,0.267,11.334,0.334,0.056,-1,85,101,-0.8,56,1,0.076623376623377,-1.5,-140,56,5,-3
"451","Northern Illinois","Toledo",51,0,-0.334,-108.333,-150.666,-2,-41.666,-1,-0.0489999999999999,-2,-102,-202,-5.1,-57,-1,0.00287356321839094,14,375,50,5,-2
"452","Toledo","Northern Illinois",-51,0,0.334,108.333,150.666,2,41.666,1,0.0489999999999999,2,102,202,5.1,57,1,-0.00287356321839094,-14,-525,50,5,2
"453","Ball State","Western Michigan",4,0,-0.833,-93.5,-70.667,0.517,-45.5,0,0.113,-3,-193,-196,-0.8,-25,-2,-0.017241379310345,1,-105,53,5,-18
"454","Western Michigan","Ball State",-4,0,0.833,93.5,70.667,-0.517,45.5,0,-0.113,3,193,196,0.8,25,2,0.017241379310345,-1,-115,53,5,18
"455","Central Michigan","Eastern Michigan",-13,0,1.667,6.667,62,1.3,-10.833,-1.167,0.117,4,68,203,4.1,15,-3,0.196885428253615,-6,-300,47.5,5,3
"456","Eastern Michigan","Central Michigan",13,0,-1.667,-6.667,-62,-1.3,10.833,1.167,-0.117,-4,-68,-203,-4.1,-15,3,-0.196885428253615,6,250,47.5,5,-3
"457","Virginia","Boston College",37,0,0,-69.333,-21.6660000000001,3.2,-30,1.666,0.137,-1,-19,-43,1.8,8,2,0.08780487804878,2,135,56,5,-3
"458","Boston College","Virginia",-37,0,0,69.333,21.6660000000001,-3.2,30,-1.666,-0.137,1,19,43,-1.8,-8,-2,-0.08780487804878,-2,-160,56,5,3
"459","Syracuse","Clemson",11,0,2,20,45.333,2.1,44,-1,0.01,0,12,-26,2,15,0,0.149797570850203,7.5,220,52.5,5,-17
"460","Clemson","Syracuse",-11,0,-2,-20,-45.333,-2.1,-44,1,-0.01,0,-12,26,-2,-15,0,-0.149797570850203,-7.5,-270,52.5,5,17
"461","Louisville","NC State",-33,0,0.333,57.667,150.334,6.534,12.667,-0.666,0.136,2,55,263,12.7,-12,-1,0.373271889400922,-3,-170,55.5,5,3
"462","NC State","Louisville",33,0,-0.333,-57.667,-150.334,-6.534,-12.667,0.666,-0.136,-2,-55,-263,-12.7,12,1,-0.373271889400922,3,145,55.5,5,-3
"463","Pittsburgh","Virginia Tech",1,0,-0.333,0.417000000000002,-69,-1.275,9.083,1.083,-0.128,0,-71,-36,1.4,14,2,0.00259740259740193,-2,-130,42.5,5,-17
"464","Virginia Tech","Pittsburgh",-1,0,0.333,-0.417000000000002,69,1.275,-9.083,-1.083,0.128,0,71,36,-1.4,-14,-2,-0.00259740259740193,2,110,42.5,5,17
"465","Bowling Green","Georgia Tech",58,54.3210312075985,-0.333,-20.167,-177.833,-4.483,50.5,3.5,-0.183,0,-56,-169,-4.7,-19,3,-0.0764635603345281,20,700,54.5,5,11
"466","Georgia Tech","Bowling Green",-58,-54.3210312075985,0.333,20.167,177.833,4.483,-50.5,-3.5,0.183,0,56,169,4.7,19,-3,0.0764635603345281,-20,-1200,54.5,5,-11
"467","UCF","Baylor",-19,0,0.333,104.167,59.167,3.25,18.833,0.333,0.083,1,83,42,4.8,59,1,0.012830188679245,-12,-450,56,5,-1
"468","Baylor","UCF",19,0,-0.333,-104.167,-59.167,-3.25,-18.833,-0.333,-0.083,-1,-83,-42,-4.8,-59,-1,-0.012830188679245,12,335,56,5,1
"469","Iowa State","Oklahoma",45,0,-1.75,-74.5,-198.5,-2.875,-19,0,-0.109,0,-29,-3,0.699999999999999,-13,-1,0.026315789473685,21,725,48.5,5,-30
"470","Oklahoma","Iowa State",-45,0,1.75,74.5,198.5,2.875,19,0,0.109,0,29,3,-0.699999999999999,13,1,-0.026315789473685,-21,-1300,48.5,5,30
"471","Kansas","Texas",17,0,-1,86.5,20.667,-1.3,18.667,0,0.092,-4,46,-152,-6.3,50,-2,-0.023157894736842,18.5,525,62,5,-26
"472","Texas","Kansas",-17,0,1,-86.5,-20.667,1.3,-18.667,0,-0.092,4,-46,152,6.3,-50,2,0.023157894736842,-18.5,-800,62,5,26
"473","Houston","Texas Tech",37,0,1.083,-14.583,-7.41699999999997,0.825,-20.667,-0.917,0.0659999999999999,3,26,217,4.7,-1,0,0.413067552602436,10,295,56,5,-21
"474","Texas Tech","Houston",-37,0,-1.083,14.583,7.41699999999997,-0.825,20.667,0.917,-0.0659999999999999,-3,-26,-217,-4.7,1,0,-0.413067552602436,-10,-390,56,5,21
"475","West Virginia","TCU",-13,0,-1,-83.334,-262.334,-2.367,-24.667,-0.333,-0.0730000000000001,0,-35,-201,-3.5,-28,2,-0.136363636363636,10,325,51,5,3
"476","TCU","West Virginia",13,0,1,83.334,262.334,2.367,24.667,0.333,0.0730000000000001,0,35,201,3.5,28,-2,0.136363636363636,-10,-435,51,5,-3
"477","Connecticut","Utah State",37,14.9115646258504,0.667,28.667,-90.75,-1.392,-3.917,-0.5,-0.086,0,-9,-297,-4.1,-31,-1,-0.086734693877551,6,165,51,5,-1
"478","Utah State","Connecticut",-37,-14.9115646258504,-0.667,-28.667,90.75,1.392,3.917,0.5,0.086,0,9,297,4.1,31,1,0.086734693877551,-6,-195,51,5,1
"479","Memphis","Boise State",-28,14.1068834313387,0.334,-43,2.33399999999995,0.100000000000001,0.667000000000002,0.333,0.169,-3,-158,-4,-0.7,4,2,0.114119922630561,-1,-170,60,5,3
"480","Boise State","Memphis",28,-14.1068834313387,-0.334,43,-2.33399999999995,-0.100000000000001,-0.667000000000002,-0.333,-0.169,3,158,4,0.7,-4,-2,-0.114119922630561,1,145,60,5,-3
"481","San Diego State","Air Force",70,0,-3,-216.083,-35.833,-5.483,-9.75,1.417,-0.0609999999999999,-3,-234,11,-2.1,-20,2,-0.260869565217391,10,320,43,5,-39
"482","Air Force","San Diego State",-70,0,3,216.083,35.833,5.483,9.75,-1.417,0.0609999999999999,3,234,-11,2.1,20,-2,0.260869565217391,-10,-430,43,5,39
"483","Nevada","Fresno State",97,0,1,49.667,-97,-2.367,-13,2.667,-0.0429999999999999,0,16,-160,-5,10,3,-0.0980392156862741,23,1000,54,5,-18
"484","Fresno State","Nevada",-97,0,-1,-49.667,97,2.367,13,-2.667,0.0429999999999999,0,-16,160,5,-10,-3,0.0980392156862741,-23,-2200,54,5,18
"485","Hawai'i","UNLV",47,0,-3.666,-189.667,-70,1.167,-2.333,-0.667,0.0970000000000001,-5,-209,-154,-0.4,-71,0,0.147147147147147,10,330,61,5,-24
"486","UNLV","Hawai'i",-47,0,3.666,189.667,70,-1.167,2.333,0.667,-0.0970000000000001,5,209,154,0.4,71,0,-0.147147147147147,-10,-440,61,5,24
"487","Iowa","Michigan State",-49,0,0.25,24.5,-102.167,-1.617,-52.25,-0.25,-0.021,0,-82,-300,-2.7,-42,-1,-0.215909090909091,-10,-470,36,5,10
"488","Michigan State","Iowa",49,0,-0.25,-24.5,102.167,1.617,52.25,0.25,0.021,0,82,300,2.7,42,1,0.215909090909091,10,345,36,5,-10
"489","Indiana","Maryland",70,0,-2,-93.333,-187,-1.8,-11.667,0,-0.111,0,-47,-80,1.1,0,1,-0.16025641025641,14.5,430,50,5,-27
"490","Maryland","Indiana",-70,0,2,93.333,187,1.8,11.667,0,0.111,0,47,80,-1.1,0,-1,0.16025641025641,-14.5,-625,50,5,27
"491","Nebraska","Michigan",63,0,-0.25,33.75,-55.75,-4.225,37,2.25,-0.187,1,111,4,-4.3,37,0,-0.26984126984127,0,575,40.5,5,-38
"492","Michigan","Nebraska",-63,0,0.25,-33.75,55.75,4.225,-37,-2.25,0.187,-1,-111,-4,4.3,-37,0,0.26984126984127,0,-900,40.5,5,38
"493","Northwestern","Penn State",85,0,-0.083,-77,-81.583,-0.475000000000001,-0.5,1,-0.001,1,-123,95,3.2,42,1,0.0166666666666669,25.5,1100,46,5,-28
"494","Penn State","Northwestern",-85,0,0.083,77,81.583,0.475000000000001,0.5,-1,0.001,-1,123,-95,-3.2,-42,-1,-0.0166666666666669,-25.5,-3300,46,5,28
"495","Purdue","Illinois",-13,0,0.75,-3.5,2.5,-0.5,1.5,-0.75,-0.035,0,-13,-114,-3.1,1,1,-0.141812865497076,-1.5,-115,53.5,5,25
"496","Illinois","Purdue",13,0,-0.75,3.5,-2.5,0.5,-1.5,0.75,0.035,0,13,114,3.1,-1,-1,0.141812865497076,1.5,-105,53.5,5,-25
"497","Arkansas State","UMass",-19,-11.4132104454685,-0.833,-43.667,-125.833,-2.625,-21.417,0.5,-0.09,1,-5,-70,-0.800000000000001,-60,1,-0.116190476190476,0,100,55.5,5,24
