"","school","opponent","cbsRankDiff","cbsConfRankDiff","rushTdsAvgLagDiff","rushingYardsAvgLagDiff","totalYardsAvgLagDiff","yardsPerPassAvgLagDiff","penaltyYardsAvgLagDiff","turnoversAvgLagDiff","completionPercentAvgLagDiff","rushTdsLagDiff","rushingYardsLagDiff","totalYardsLagDiff","yardsPerPassLagDiff","penaltyYardsLagDiff","turnoversLagDiff","completionPercentLagDiff","spreadOpen","moneyline","overUnderOpen","pointsDiff"
"338","Indiana","Nebraska",32,0,-2,-103.334,-57.667,-2.033,12,0.333,-0.114,0,-95,21,-1.1,18,1,-0.20772238514174,3.5,190,61.5,-14
"339","Illinois","Wisconsin",17,0,0,41.667,92.167,0.417,-9.167,0.667,0.0950000000000001,-2,6,98,2.8,14,3,0.108571428571429,8.5,260,44,24
"340","Wisconsin","Illinois",-17,0,0,-41.667,-92.167,-0.417,9.167,-0.667,-0.0950000000000001,2,-6,-98,-2.8,-14,-3,-0.108571428571429,-8.5,-320,44,-24
"341","Purdue","Minnesota",9,0,-1.167,-180.667,-82.333,-2.9,50,0.333,-0.102,0,-52,-154,-4.9,-10,1,-0.174937965260546,10,275,53.5,10
"342","Minnesota","Purdue",-9,0,1.167,180.667,82.333,2.9,-50,-0.333,0.102,0,52,154,4.9,10,-1,0.174937965260546,-10,-350,53.5,-10
"343","Florida International","New Mexico State",16,15.971186440678,-1.333,-147.667,-33.333,-0.9,-9.667,-1,0.164,-4,-295,-125,-0.9,-9,1,0.091666666666667,15,425,55.5,14
"344","New Mexico State","Florida International",-16,-15.971186440678,1.333,147.667,33.333,0.9,9.667,1,-0.164,4,295,125,0.9,9,-1,-0.091666666666667,-15,-600,55.5,-14
"345","Old Dominion","Liberty",35,9.6966887417219,-1.25,-131.5,-96.25,0.850000000000001,-8.25,-1.25,0.0609999999999999,0,-106,21,3.6,-26,-2,0.148617511520738,2,145,48,-14
"346","Liberty","Old Dominion",-35,-9.6966887417219,1.25,131.5,96.25,-0.850000000000001,8.25,1.25,-0.0609999999999999,0,106,-21,-3.6,26,2,-0.148617511520738,-2,-170,48,14
"347","East Carolina","South Florida",-28,0,-0.167,-7,148,3.1,-6,-1.667,0.187,0,55,212,4,20,-1,0.182773109243698,-8,-340,59,20
"348","South Florida","East Carolina",28,0,0.167,7,-148,-3.1,6,1.667,-0.187,0,-55,-212,-4,-20,1,-0.182773109243698,8,270,59,-20
"349","Cincinnati","Tulsa",-55,0,0.667,-46.666,-32.333,0.5,13.333,0.333,0.109,0,-222,-63,3.3,-3,0,0.142857142857143,-12,-360,60.5,10
"350","Tulsa","Cincinnati",55,0,-0.667,46.666,32.333,-0.5,-13.333,-0.333,-0.109,0,222,63,-3.3,3,0,-0.142857142857143,12,280,60.5,-10
"351","Memphis","Temple",-45,0,1.583,76.333,168.25,2.533,11,-1.833,0.117,1,86,21,-3.3,11,-3,0.0951724137931029,-20.5,-1600,53,21
"352","Temple","Memphis",45,0,-1.583,-76.333,-168.25,-2.533,-11,1.833,-0.117,-1,-86,-21,3.3,-11,3,-0.0951724137931029,20.5,800,53,-21
"353","Houston","Tulane",41,0,0,-37,-0.25,0.25,72.25,0,0.0820000000000001,-1,-26,-24,1.1,90,0,0.075596816976128,-3,-220,55,-3
"354","Tulane","Houston",-41,0,0,37,0.25,-0.25,-72.25,0,-0.0820000000000001,1,26,24,-1.1,-90,0,-0.075596816976128,3,180,55,3
"355","Troy","Western Kentucky",-19,-6.2744976989561,-0.667,-109.833,-106.833,1,-37.167,0,-0.072,-1,-116,-124,5.5,-14,1,-0.133333333333333,6,175,57.5,7
"356","Western Kentucky","Troy",19,6.2744976989561,0.667,109.833,106.833,-1,37.167,0,0.072,1,116,124,-5.5,14,-1,0.133333333333333,-6,-210,57.5,-7
"357","UT San Antonio","Middle Tennessee",-62,0,0.334,57,118.334,-1.367,-1,-0.666,-0.00900000000000001,-1,40,-99,-9.6,-37,0,0.01,-6,-190,63,15
"358","Middle Tennessee","UT San Antonio",62,0,-0.334,-57,-118.334,1.367,1,0.666,0.00900000000000001,1,-40,99,9.6,37,0,-0.01,6,175,63,-15
"359","Charlotte","UTEP",10,0,0,-24,25.5,0.325,16,-1.25,0.037,-1,-120,-30,-5.1,11,3,-0.337662337662338,3,120,58,-6
"360","UTEP","Charlotte",-10,0,0,24,-25.5,-0.325,-16,1.25,-0.037,1,120,30,5.1,-11,-3,0.337662337662338,-3,-140,58,6
"361","USC","Arizona State",-67,0,1,89,135.334,0.866,-16.333,-1.667,0.043,1,171,90,-2.3,-24,-3,-0.138888888888889,-24,-5000,61.5,17
"362","Arizona State","USC",67,0,-1,-89,-135.334,-0.866,16.333,1.667,-0.043,-1,-171,-90,2.3,24,3,0.138888888888889,24,1300,61.5,-17
"363","Colorado","Arizona",23,0,-0.833,-9.583,-176.417,-3,-16.083,-1.167,-0.099,-1,-84,-227,-2.8,-36,-1,0.019047619047619,18,625,55.5,-23
"364","Arizona","Colorado",-23,0,0.833,9.583,176.417,3,16.083,1.167,0.099,1,84,227,2.8,36,1,-0.019047619047619,-18,-1000,55.5,23
"365","Oregon","Stanford",-83,0,-0.167,23.167,52.167,0.0169999999999995,24.167,-2.167,0.0610000000000001,1,92,252,-1.1,64,-2,0.101709401709402,-16,-750,62.5,18
"366","Stanford","Oregon",83,0,0.167,-23.167,-52.167,-0.0169999999999995,-24.167,2.167,-0.0610000000000001,-1,-92,-252,1.1,-64,2,-0.101709401709402,16,500,62.5,-18
"367","Washington State","California",-2,0,-0.167,-91.583,-44,0.75,-17.833,1.833,0.082,-2,-301,-171,-1,-53,2,0.12797619047619,-4.5,-195,53,19
"368","California","Washington State",2,0,0.167,91.583,44,-0.75,17.833,-1.833,-0.082,2,301,171,1,53,-2,-0.12797619047619,4.5,165,53,-19
"369","Washington","UCLA",-17,0,-0.333,-85,-14,0.534000000000001,-8,-1,-0.105,-1,-80,-37,-0.799999999999999,-38,0,-0.164026095060577,-3,-140,65,-8
"370","UCLA","Washington",17,0,0.333,85,14,-0.534000000000001,8,1,0.105,1,80,37,0.799999999999999,38,0,0.164026095060577,3,120,65,8
"371","Utah","Oregon State",-6,0,-1,33.333,40.6660000000001,-0.932999999999999,-29.334,-1.333,0.0710000000000001,0,52,145,3.2,0,-3,0.068965517241379,-11,-400,56,26
"372","Oregon State","Utah",6,0,1,-33.333,-40.6660000000001,0.932999999999999,29.334,1.333,-0.0710000000000001,0,-52,-145,-3.2,0,3,-0.068965517241379,11,300,56,-26
"373","Texas State","James Madison",53,0,-0.5,-109.5,-97.5,-1.4,21,2,-0.03,-1,54,76,0.2,15,0,-0.071428571428571,20.5,1050,55,-27
"374","James Madison","Texas State",-53,0,0.5,109.5,97.5,1.4,-21,-2,0.03,1,-54,-76,-0.2,-15,0,0.071428571428571,-20.5,-2500,55,27
"375","Rice","UAB",7,0,-1.5,-146.5,52.5,1.45,-6.5,0.5,0.027,-2,-198,11,2.1,-38,2,0.025,9.5,295,52,4
"376","UAB","Rice",-7,0,1.5,146.5,-52.5,-1.45,6.5,-0.5,-0.027,2,198,-11,-2.1,38,-2,-0.025,-9.5,-390,52,-4
"377","Florida Atlantic","North Texas",-11,0,0.25,14.75,-26.75,-0.375000000000001,38.25,-1,0.0429999999999999,-1,87,-54,0.3,57,-1,0.0599999999999999,-3,-160,67,-17
"378","North Texas","Florida Atlantic",11,0,-0.25,-14.75,26.75,0.375000000000001,-38.25,1,-0.0429999999999999,1,-87,54,-0.3,-57,1,-0.0599999999999999,3,135,67,17
"379","Coastal Carolina","Georgia Southern",-27,0,-1,48.333,-17.6660000000001,3.633,2,0,0.0800000000000001,1,108,66,0.8,-8,1,-0.00483870967741906,-10,-390,68.5,4
"380","Georgia Southern","Coastal Carolina",27,0,1,-48.333,17.6660000000001,-3.633,-2,0,-0.0800000000000001,-1,-108,-66,-0.8,8,-1,0.00483870967741906,10,295,68.5,-4
"381","Louisiana","South Alabama",32,0,-1,-59.25,-110.25,-1.45,-10.25,-0.25,-0.103,1,-89,-35,-2.1,-66,1,-0.070243902439024,5.5,280,50,-3
"382","South Alabama","Louisiana",-32,0,1,59.25,110.25,1.45,10.25,0.25,0.103,-1,89,35,2.1,66,-1,0.070243902439024,-5.5,-360,50,3
"383","Louisiana Monroe","Arkansas State",19,0,1,123.5,34.5,-0.75,-22,0.5,-0.158,1,115,20,-0.799999999999999,-30,0,-0.118681318681319,7.5,230,60,-17
"384","Arkansas State","Louisiana Monroe",-19,0,-1,-123.5,-34.5,0.75,22,-0.5,0.158,-1,-115,-20,0.799999999999999,30,0,0.118681318681319,-7.5,-280,60,17
"385","BYU","Notre Dame",42,0,-0.75,-47.75,44.25,1.025,30.25,-1.25,0.047,-2,-170,-179,1.5,36,-1,-0.0630252100840339,2.5,165,52,-8
"386","Notre Dame","BYU",-42,0,0.75,47.75,-44.25,-1.025,-30.25,1.25,-0.047,2,170,179,-1.5,-36,1,0.0630252100840339,-2.5,-195,52,8
"387","Missouri","Florida",8,0,-0.75,-31.25,-66.75,-0.5,24,0.25,0.0409999999999999,-3,-39,-300,-4.1,19,-2,0.091666666666667,10,325,54,-7
"388","Florida","Missouri",-8,0,0.75,31.25,66.75,0.5,-24,-0.25,-0.0409999999999999,3,39,300,4.1,-19,2,-0.091666666666667,-10,-435,54,7
"389","LSU","Tennessee",-9,0,-0.5,17.667,-151.333,-5.1,-5.667,-0.667,-0.15,-1,-42,-306,-9.2,44,-1,-0.401098901098901,3,130,62,-27
"390","Tennessee","LSU",9,0,0.5,-17.667,151.333,5.1,5.667,0.667,0.15,1,42,306,9.2,-44,1,0.401098901098901,-3,-150,62,27
"391","Kentucky","South Carolina",-1,0,-2,-43.75,-53.5,1.8,-43.75,-1.25,0.028,-5,-187,-217,-0.4,-52,0,0.0192307692307691,-10.5,-195,48.5,-10
"392","South Carolina","Kentucky",1,0,2,43.75,53.5,-1.8,43.75,1.25,-0.028,5,187,217,0.4,52,0,-0.0192307692307691,10.5,165,48.5,10
"393","Ole Miss","Vanderbilt",-51,0,1.167,39,19.25,0.225,-3.583,0.167,-0.024,1,13,-29,-1.8,-19,0,-0.125615763546798,-18.5,-1200,60,24
"394","Vanderbilt","Ole Miss",51,0,-1.167,-39,-19.25,-0.225,3.583,-0.167,0.024,-1,-13,29,1.8,19,0,0.125615763546798,18.5,700,60,-24
"395","Texas A&M","Alabama",19,0,-1.75,-103.75,-169.25,-1.75,-49.5,1,-0.017,-3,-181,-167,-4.3,-77,3,0.141025641025641,24,1100,52,-4
"396","Alabama","Texas A&M",-19,0,1.75,103.75,169.25,1.75,49.5,-1,0.017,3,181,167,4.3,77,-3,-0.141025641025641,-24,-2800,52,4
"397","Arkansas","Mississippi State",-14,0,1,132,-9.75,0.725,-16.75,-1.25,-0.0389999999999999,1,43,-96,-1.7,-107,0,-0.188888888888889,6,260,62,-23
"398","Mississippi State","Arkansas",14,0,-1,-132,9.75,-0.725,16.75,1.25,0.0389999999999999,-1,-43,96,1.7,107,0,0.188888888888889,-6,-320,62,23
"399","Kent State","Miami (OH)",30,0,1,84,260.5,3.925,11,1.75,0.0549999999999999,1,98,377,6.2,-16,1,0.110187110187111,-3.5,-230,57.5,-3
"400","Miami (OH)","Kent State",-30,0,-1,-84,-260.5,-3.925,-11,-1.75,-0.0549999999999999,-1,-98,-377,-6.2,16,-1,-0.110187110187111,3.5,190,57.5,3
"401","Akron","Ohio",47,0,-0.25,22.25,8.75,-1.025,36,1,-0.036,0,56,-42,-1.7,33,3,-0.052790346907994,11.5,320,58.5,-21
"402","Ohio","Akron",-47,0,0.25,-22.25,-8.75,1.025,-36,-1,0.036,0,-56,42,1.7,-33,-3,0.052790346907994,-11.5,-430,58.5,21
"403","Northern Illinois","Toledo",38,0,-0.25,-7.25,-13.5,0.4,-6,-1.5,0.0509999999999999,0,71,79,-1.4,-22,1,0.020989505247376,6,190,60,-20
"404","Toledo","Northern Illinois",-38,0,0.25,7.25,13.5,-0.4,6,1.5,-0.0509999999999999,0,-71,-79,1.4,22,-1,-0.020989505247376,-6,-230,60,20
"405","Eastern Michigan","Western Michigan",-18,0,0.55,33.2,89,1.71,0.549999999999997,0.4,0.092,1,87,138,-0.4,-29,2,-0.073717948717948,4,190,58,22
"406","Western Michigan","Eastern Michigan",18,0,-0.55,-33.2,-89,-1.71,-0.549999999999997,-0.4,-0.092,-1,-87,-138,0.4,29,-2,0.073717948717948,-4,-230,58,-22
"407","Central Michigan","Ball State",-9,0,-0.333,-49.333,-88.833,-0.808,22.25,0.917,-0.0770000000000001,-3,-44,-195,-1.4,75,1,-0.146176911544228,-9,-340,64,-1
"408","Ball State","Central Michigan",9,0,0.333,49.333,88.833,0.808,-22.25,-0.917,0.0770000000000001,3,44,195,1.4,-75,-1,0.146176911544228,9,270,64,1
"409","Bowling Green","Buffalo",19,0,-1.417,-18.167,-24.917,-0.342,12.083,-0.833,-0.02,-2,85,144,3.1,24,-1,0.077832512315271,1.5,110,55.5,-31
"410","Buffalo","Bowling Green",-19,0,1.417,18.167,24.917,0.342,-12.083,0.833,0.02,2,-85,-144,-3.1,-24,1,-0.077832512315271,-1.5,-130,55.5,31
"411","NC State","Florida State",32,0,-0.5,-60.583,-144.833,-3.242,14.583,0.667,-0.0570000000000001,1,-78,-114,-2.9,-5,1,-0.073809523809524,-3.5,0,52,2
"412","Florida State","NC State",-32,0,0.5,60.583,144.833,3.242,-14.583,-0.667,0.0570000000000001,-1,78,114,2.9,5,-1,0.073809523809524,3.5,140,52,-2
"413","Clemson","Boston College",-70,0,1.75,82.667,142.833,-0.0500000000000007,29.5,-1.917,-0.003,1,1,-94,-7.5,12,-3,-0.157142857142857,-20.5,-1800,50,28
"414","Boston College","Clemson",70,0,-1.75,-82.667,-142.833,0.0500000000000007,-29.5,1.917,0.003,-1,-1,94,7.5,-12,3,0.157142857142857,20.5,850,50,-28
"415","Army","Wake Forest",44,33.16,1.333,131.75,-14.917,2.783,-8.167,1.25,-0.2,0,183,-40,-5.5,-40,3,-0.522058823529412,15.5,550,65,-35
"416","Wake Forest","Army",-44,-33.16,-1.333,-131.75,14.917,-2.783,8.167,-1.25,0.2,0,-183,40,5.5,40,-3,0.522058823529412,-15.5,-850,65,35
"417","Pittsburgh","Virginia Tech",-52,0,0.5,34,125.5,4.8,-17.5,0,0.0660000000000001,-1,7,138,1.8,53,2,0.00634920634920699,-14.5,-650,44.5,16
"418","Virginia Tech","Pittsburgh",52,0,-0.5,-34,-125.5,-4.8,17.5,0,-0.0660000000000001,1,-7,-138,-1.8,-53,-2,-0.00634920634920699,14.5,450,44.5,-16
"419","North Carolina","Miami",-17,0,1,38.75,102.75,4.425,33.75,-0.75,0.156,0,100,160,3,10,-3,0.148732663797227,3,145,66,3
"420","Miami","North Carolina",17,0,-1,-38.75,-102.75,-4.425,-33.75,0.75,-0.156,0,-100,-160,-3,-10,3,-0.148732663797227,-3,-170,66,-3
"421","Duke","Georgia Tech",-31,0,2.25,74.5,144.5,3.025,-2,-0.5,0.124,3,16,43,1.6,-5,0,0.342592592592593,-3.5,-145,55.5,-3
"422","Georgia Tech","Duke",31,0,-2.25,-74.5,-144.5,-3.025,2,0.5,-0.124,-3,-16,-43,-1.6,5,0,-0.342592592592593,3.5,125,55.5,3
"423","Louisville","Virginia",-55,0,1.6,80.75,100.75,1.905,-6.40000000000001,-0.7,0.125,2,54,57,0.2,-17,-1,0.042042042042043,4.5,-120,51.5,17
"424","Virginia","Louisville",55,0,-1.6,-80.75,-100.75,-1.905,6.40000000000001,0.7,-0.125,-2,-54,-57,-0.2,17,1,-0.042042042042043,-4.5,125,51.5,-17
"425","Texas Tech","Oklahoma State",-24,0,-1.167,-54.417,-15.083,-1.458,-0.332999999999998,2.083,0,-1,-52,94,0.4,15,3,0.00833333333333308,10,275,64,-10
"426","Oklahoma State","Texas Tech",24,0,1.167,54.417,15.083,1.458,0.332999999999998,-2.083,0,1,52,-94,-0.4,-15,-3,-0.00833333333333308,-10,-350,64,10
"427","Iowa State","Kansas State",44,0,-2,-166.25,-52.75,0.725000000000001,14,1.5,0.0770000000000001,-3,-327,-156,-0.0999999999999996,-7,1,-0.00657894736842102,2,110,46,-1
"428","Kansas State","Iowa State",-44,0,2,166.25,52.75,-0.725000000000001,-14,-1.5,-0.0770000000000001,3,327,156,0.0999999999999996,7,-1,0.00657894736842102,-2,-130,46,1
"429","Texas","Oklahoma",-15,0,-0.25,-107,-139.5,0.5,-20,0,0.0449999999999999,1,-110,-104,3.5,-22,0,0.119047619047619,-6,-320,65,49
"430","Oklahoma","Texas",15,0,0.25,107,139.5,-0.5,20,0,-0.0449999999999999,-1,110,104,-3.5,22,0,-0.119047619047619,6,260,65,-49
"431","TCU","Kansas",-29,0,1.5,76,13.5,-2.825,1.5,-0.5,0.005,2,163,200,-0.7,4,-1,0.118840579710145,-5.5,-275,67.5,7
"432","Kansas","TCU",29,0,-1.5,-76,-13.5,2.825,-1.5,0.5,-0.005,-2,-163,-200,0.7,-4,1,-0.118840579710145,5.5,225,67.5,-7
"433","Air Force","Utah State",-52,0,2,166.75,-3.5,6.95,-50.5,-3.25,-0.184,-1,-4,-36,13.6,-23,-1,0.15625,-9,-380,55.5,-7
"434","Utah State","Air Force",52,0,-2,-166.75,3.5,-6.95,50.5,3.25,0.184,1,4,36,-13.6,23,1,-0.15625,9,290,55.5,7
"435","Fresno State","Boise State",27,0,-0.417,-59.833,52.667,2.783,3,-0.083,0.123,-4,-286,-263,1,9,2,0.0909090909090909,7,240,49,-20
"436","Boise State","Fresno State",-27,0,0.417,59.833,-52.667,-2.783,-3,0.083,-0.123,4,286,263,-1,-9,-2,-0.0909090909090909,-7,-290,49,20
"437","Nevada","Colorado State",11,0,2.25,110,-15.5,-2.3,-26,-2.75,-0.0629999999999999,3,75,-7,0.4,-46,-2,-0.114285714285714,-3,-175,47,-3
"438","Colorado State","Nevada",-11,0,-2.25,-110,15.5,2.3,26,2.75,0.0629999999999999,-3,-75,7,-0.4,46,2,0.114285714285714,3,150,47,3
"439","New Mexico","Wyoming",39,0,1.6,-5.90000000000001,-12.8,0.86,31.65,0.5,0.0659999999999999,2,-29,24,1.3,20,1,0.136363636363636,3.5,145,37.5,-13
"440","Wyoming","New Mexico",-39,0,-1.6,5.90000000000001,12.8,-0.86,-31.65,-0.5,-0.0659999999999999,-2,29,-24,-1.3,-20,-1,-0.136363636363636,-3.5,-170,37.5,13
"441","Hawai'i","San Diego State",57,0,1.167,-27.917,176.083,2.833,8.583,1.167,0.196,2,69,297,4.6,-16,-1,0.439102564102564,21,850,49.5,-2
"442","San Diego State","Hawai'i",-57,0,-1.167,27.917,-176.083,-2.833,-8.583,-1.167,-0.196,-2,-69,-297,-4.6,16,1,-0.439102564102564,-21,-1800,49.5,2
"443","San José State","UNLV",-20,0,-0.75,-65.5,3.75,1.208,-31.167,-0.417,-0.0860000000000001,1,19,100,1.4,-40,-2,-0.159705159705159,-5,-210,50.5,33
"444","UNLV","San José State",20,0,0.75,65.5,-3.75,-1.208,31.167,0.417,0.0860000000000001,-1,-19,-100,-1.4,40,2,0.159705159705159,5,175,50.5,-33
"445","Purdue","Maryland",18,0,-0.75,-49.5,-36.75,-2.05,9,0.25,-0.071,0,-15,-130,-2.7,-21,3,-0.105487804878049,3.5,130,61,2
"446","Maryland","Purdue",-18,0,0.75,49.5,36.75,2.05,-9,-0.25,0.071,0,15,130,2.7,21,-3,0.105487804878049,-3.5,-150,61,-2
"447","Nebraska","Rutgers",-22,0,1.75,22.917,143.333,3.467,-6.083,0.417,0.0680000000000001,2,54,24,4,74,-1,0.086666666666667,-2.5,-150,51,1
"448","Rutgers","Nebraska",22,0,-1.75,-22.917,-143.333,-3.467,6.083,-0.417,-0.0680000000000001,-2,-54,-24,-4,-74,1,-0.086666666666667,2.5,130,51,-1
"449","Indiana","Michigan",84,0,-1,-135.75,-24,-1.95,30,1.25,-0.194,-1,-105,-37,-1.4,42,1,-0.25,21.5,1000,57.5,-21
"450","Michigan","Indiana",-84,0,1,135.75,24,1.95,-30,-1.25,0.194,1,105,37,1.4,-42,-1,0.25,-21.5,-2200,57.5,21
"451","Northwestern","Wisconsin",79,0,0.583,-15.667,109.333,0.608000000000001,-33.333,-0.0830000000000002,0.0209999999999999,0,29,33,-0.5,-68,0,-0.10974610974611,9.5,300,44,-35
"452","Wisconsin","Northwestern",-79,0,-0.583,15.667,-109.333,-0.608000000000001,33.333,0.0830000000000002,-0.0209999999999999,0,-29,-33,0.5,68,0,0.10974610974611,-9.5,-400,44,35
"453","Illinois","Iowa",11,0,0.5,106.75,145.25,0,33.25,1.25,0.114,3,102,23,-0.9,16,0,0.07258064516129,-4,-175,35.5,3
"454","Iowa","Illinois",-11,0,-0.5,-106.75,-145.25,0,-33.25,-1.25,-0.114,-3,-102,-23,0.9,-16,0,-0.07258064516129,4,150,35.5,-3
"455","Liberty","UMass",-50,0,1.3,20.7,153.4,3.21,-27.3,0.9,0.09,1,42,223,4.8,-70,1,0.162698412698413,-25.5,-3000,50.5,18
"456","UMass","Liberty",50,0,-1.3,-20.7,-153.4,-3.21,27.3,-0.9,-0.09,-1,-42,-223,-4.8,70,-1,-0.162698412698413,25.5,1125,50.5,-18
"457","Tulane","East Carolina",-59,0,-0.25,1.833,-111.417,-0.617,-11.583,0.083,-0.0730000000000001,-1,-26,-302,-4,11,0,-0.140712945590995,-3,-160,54,15
"458","East Carolina","Tulane",59,0,0.25,-1.833,111.417,0.617,11.583,-0.083,0.0730000000000001,1,26,302,4,-11,0,0.140712945590995,3,135,54,-15
"459","Navy","Tulsa",-16,0,-0.5,56.833,-123,1.992,-46.333,-0.417,-0.046,-2,78,-42,-0.0999999999999996,-17,-2,0.05,6,165,47,32
"460","Tulsa","Navy",16,0,0.5,-56.833,123,-1.992,46.333,0.417,0.046,2,-78,42,0.0999999999999996,17,2,-0.05,-6,-195,47,-32
"461","Houston","Memphis",-8,0,-0.8,3.80000000000001,-11.2,-0.32,48,0.8,0.024,-1,39,52,2,65,0,0.133333333333334,3,125,57.5,1
"462","Memphis","Houston",8,0,0.8,-3.80000000000001,11.2,0.32,-48,-0.8,-0.024,1,-39,-52,-2,-65,0,-0.133333333333334,-3,-145,57.5,-1
"463","UCF","SMU",-8,0,1.333,118.167,-106.333,-4.25,21,-0.5,-0.091,1,133,-187,-3.9,0,-1,-0.066448801742919,-3.5,-165,65,22
"464","SMU","UCF",8,0,-1.333,-118.167,106.333,4.25,-21,0.5,0.091,-1,-133,187,3.9,0,1,0.066448801742919,3.5,140,65,-22
"465","UT San Antonio","Western Kentucky",-36,0,0.917,0.417000000000002,12.083,0.633,-14.75,-0.75,-0.0279999999999999,4,103,120,4.1,7,1,0.0603281853281861,-5,-250,70,3
"466","Western Kentucky","UT San Antonio",36,0,-0.917,-0.417000000000002,-12.083,-0.633,14.75,0.75,0.0279999999999999,-4,-103,-120,-4.1,-7,-1,-0.0603281853281861,5,210,70,-3
"467","Connecticut","Florida International",-23,-15.971186440678,0.5,33,-66,0,-9.5,1,0.00900000000000001,1,31,-21,-1,20,2,-0.2,-4.5,-200,49.5,21
"468","Florida International","Connecticut",23,15.971186440678,-0.5,-33,66,0,9.5,-1,-0.00900000000000001,-1,-31,21,1,-20,-2,0.2,4.5,170,49.5,-21
"469","UTEP","Louisiana Tech",3,0,0.6,110,27.3,1.11,-7.59999999999999,-1.8,0.022,0,195,117,5,14,-4,0.155462184873949,1.5,130,53,-10
"470","Louisiana Tech","UTEP",-3,0,-0.6,-110,-27.3,-1.11,7.59999999999999,1.8,-0.022,0,-195,-117,-5,-14,4,-0.155462184873949,-1.5,-150,53,10
"471","UAB","Middle Tennessee",12,0,1.083,139.75,11.5,-0.266999999999999,11.667,1,-0.012,0,38,-92,3.4,36,2,0.0526315789473689,-9.5,-340,55,27
"472","Middle Tennessee","UAB",-12,0,-1.083,-139.75,-11.5,0.266999999999999,-11.667,-1,0.012,0,-38,92,-3.4,-36,-2,-0.0526315789473689,9.5,270,55,-27
"473","Washington","Arizona State",-63,0,0,19.25,153,0.975000000000001,-19.25,-0.75,0.02,-2,-23,79,-0.6,24,1,-0.045280612244898,-13,-550,55.5,-7
"474","Arizona State","Washington",63,0,0,-19.25,-153,-0.975000000000001,19.25,0.75,-0.02,2,23,-79,0.6,-24,-1,0.045280612244898,13,390,55.5,7
"475","Oregon","Arizona",-48,0,1,91.5,-23.75,-0.45,22,-0.75,0.025,4,173,-158,-5.3,75,1,-0.193877551020408,-11,-525,69.5,27
"476","Arizona","Oregon",48,0,-1,-91.5,23.75,0.45,-22,0.75,-0.025,-4,-173,158,5.3,-75,-1,0.193877551020408,11,375,69.5,-27
"477","Oregon State","Stanford",-79,0,1.25,25.333,19.333,1.008,21.583,0.0830000000000002,-0.035,1,44,85,2.8,-11,3,-0.04561403508772,-7,-200,58.5,1
"478","Stanford","Oregon State",79,0,-1.25,-25.333,-19.333,-1.008,-21.583,-0.0830000000000002,0.035,-1,-44,-85,-2.8,11,-3,0.04561403508772,7,170,58.5,-1
"479","Utah","UCLA",-15,0,-0.25,-18.75,-94.25,-0.95,-10.75,-0.25,-0.0479999999999999,0,-22,-138,-1.5,17,0,0.032727272727273,-3.5,-195,64,-10
"480","UCLA","Utah",15,0,0.25,18.75,94.25,0.95,10.75,0.25,0.0479999999999999,0,22,138,1.5,-17,0,-0.032727272727273,3.5,165,64,10
"481","Arkansas State","James Madison",44,0,0.333,-109.333,-86.6660000000001,-0.766999999999999,26,-0.667,0.114,-1,-102,-105,-2.6,94,-3,0.157575757575758,10.5,295,57.5,-22
"482","James Madison","Arkansas State",-44,0,-0.333,109.333,86.6660000000001,0.766999999999999,-26,0.667,-0.114,1,102,105,2.6,-94,3,-0.157575757575758,-10.5,-390,57.5,22
"483","Georgia State","Georgia Southern",9,0,-1.1,16.95,-79.2,2.35,25.4,0.1,-0.0429999999999999,2,121,-6,6.5,-26,0,0.062015503875969,-2.5,-135,65.5,8
"484","Georgia Southern","Georgia State",-9,0,1.1,-16.95,79.2,-2.35,-25.4,-0.1,0.0429999999999999,-2,-121,6,-6.5,26,0,-0.062015503875969,2.5,115,65.5,-8
"485","Louisiana Monroe","Coastal Carolina",67,0,0.5,-37,-137,-2.85,36,0,-0.108,0,2,-195,-3,77,0,-0.0764705882352941,15,425,60,-7
"486","Coastal Carolina","Louisiana Monroe",-67,0,-0.5,37,137,2.85,-36,0,0.108,0,-2,195,3,-77,0,0.0764705882352941,-15,-600,60,7
"487","Texas State","Appalachian State",44,0,-1.083,-66.583,-104.5,-1.692,13.833,2.583,-0.072,-1,43,-52,-3.2,9,2,-0.125661375661376,19,700,55.5,12
"488","Appalachian State","Texas State",-44,0,1.083,66.583,104.5,1.692,-13.833,-2.583,0.072,1,-43,52,3.2,-9,-2,0.125661375661376,-19,-1200,55.5,-12
"489","Troy","Southern Mississippi",-47,0,0.25,-70.25,61.5,-0.5,-13.25,-0.75,0.111,1,76,162,-0.2,25,1,-0.058378378378378,-6.5,-250,46,17
"490","Southern Mississippi","Troy",47,0,-0.25,70.25,-61.5,0.5,13.25,0.75,-0.111,-1,-76,-162,0.2,-25,-1,0.058378378378378,6.5,210,46,-17
"491","Stanford","Notre Dame",82,-35.8564516129032,-0.4,-43.8,-18.6,-0.35,4.4,1.05,-0.0700000000000001,1,-144,-137,-1.5,65,0,-0.197478991596639,15,500,52.5,2
"492","Notre Dame","Stanford",-82,35.8564516129032,0.4,43.8,18.6,0.35,-4.4,-1.05,0.0700000000000001,-1,144,137,1.5,-65,0,0.197478991596639,-15,-750,52.5,-2
"493","LSU","Florida",-37,0,-0.65,-55.35,-42.75,-0.995,27.8,-0.3,0.0469999999999999,0,-176,58,2,76,0,0.13968253968254,3,115,51.5,10
